id,text,sentiment,,,
59120,mantap @Telkomsel,2,,,
59121,"Njir, Telkomsel megang Disney+ dan HBO GO sekaligus. Mantap!",2,,,
59125,Untung saja indihome lagi baik koneksi nya..suara mark kaya ngomong dikuping ku hehehe,2,,,
59126,Masyaallah tabarakallahh min. Kalau ngasih kabar kok baik terussssss panjang umur ya,2,,,
59127,Sungguh cepat ???? @IndiHome,2,,,
59128,Kok indihome baik hahaha,2,,,
59129,"Terimakasih @IndiHome , anda sangat cepat. Betul, sangat cepat ",2,,,
59130,@IndiHome memang paling cepat tiada tanding????????????????????,2,,,
59131,"Telkom*el baik banget... Paketan udah habis masih bisa buka twitter, tiktok, youtube, Instagram...
Argh love sekali.... ??",2,,,
59132,Ciusss ? Mimin baik bangetttt ????,2,,,
59133,"nuhun mimin yang baik hati, jadi ga lag lagi???? ",2,,,
59134,Miminn emg baik bangettt dahh !,2,,,
59135,"Terimakasih kepada @IndiHome  yang sudah cepat menanggapi permasalahan yang ada, tidak seperti dia yang setiap ada� ",2,,,
59136,4.0 bosko. Indihome udah kencang kali kopiker,2,,,
59138,Tsel dan indihome bagus kali sinyalnya akhir2 ini xixi,2,,,
59139,Telkom bagus,2,,,
59140,"Cara Ganti Password Wifi Indihome yang Mudah, Aman, dan Anti Ribet https://t.co/nO0xlHdMCQ ",0,,,
59141,"Ingin menonton bioskop dengan harga murah ? Hemat waktu ? Hemat biaya ?
. Kini di useeTV ada yang namanya indihome� ",0,,,
59142,@taenmjn Kok komen dibawahnya semua pd burem si.. gue pake indihome bagus2 aja nntn netflix.....,2,,,
59146,"Ini knp pada ribut Indihome dri kmrn?, Indihome di rumah Anya baik-baik saja kok :v ",2,,,
59147,"Google yang down, indihome kan paling stabil dan kencang ",2,,,
59148,Pokoknya @indihome provider paling aman?,2,,,
59150,Ngabuburit dirumah streaming film kualitas 4K berasa seperti dibioskop dengan jaringan kencang indihome.,2,,,
59152,Wow kencang sekali koneksinya @IndiHome,2,,,
59153,Kabar baik ini @IndiHome,2,,,
59155,"TERIMA KASIH KEPADA INDIHOME KARENA BEKERJA SAMA, JADI NONTON NYA AMAN ??????",2,,,
59156,Keren banget layanannya sampai pelosok negeri dan koneksi internetnya bagus.,2,,,
59157,yakin deh pasti admin yang ngebales-balesin pasti ramah dan sabar banget,2,,,
59158,akh admin @IndiHome  baik sekali??????,2,,,
59160,"Komitmennya emang oke sih, kalo ngirim pertanyaan atau komentar, cepet banget balesnya ",2,,,
59161,Komitmenya bagus banget dan benar-benar diterapkan sehingga pelanggannya senantiasa mudah untuk mengakses internet.,2,,,
59162,Koneksi yang baik sangat membantu aku untuk mengerjakan tugas-tugas kuliah,2,,,
59163,paling suka sih kalau di prioritasin gini haha.. intinya mah suka banget sama pelayanannya adminnya baik perhatian,2,,,
59165,Sangat bagus pelayanan buat seluruh negeri dari.sabang sampai Merauke melangkah dimasa pademi,2,,,
59166,"Internet sdh stabil &amp; respon cepat....
Mksh atas kerjasamanya @IndiHome 
Semuanya #pastiberes",2,,,
59167,Saya suka skrg ini @IndiHome koneksinya bagus walaupun kemaren� hujan derass tp koneksi tidak ada masalah krn biasa�,2,,,
59168,hy @IndiHome knpa kmu baik skali,2,,,
59170,indonesia kalo indihome bagus,2,,,
59172,Cah  Kabel indihomeku mari kesambit layangan gaes ?? tapi untung teknisi e gercep baik banget. Good job indihome ??,2,,,
59174,"lur! Pengen berterimakasih ambek indihome soale wes menemani aku dari awal pandemi, iso diajak kerjasama sinyal banter bagus wes :') sungkem",2,,,
59175,"nahh buat kalian yang suka banget sama jaringan cepat sinii mampir diliat duluuu, ntrrr nyesel ",2,,,
59176,Memantau IndiHome malem ini.. Surabaya aman ?? @IndiHomeCare @IndiHome,2,,,
59178,HAHSKSKKSSJDJ jaringanku cepet juga ternyata mau nangis peluk indihom dulu. makasih admin sayang ?????? @heehoonfess,2,,,
59179,"Semenjak pakai INDIHOME . Ngabuburit  terasa menyenangkan melihat film dengan useeTV

#MajuTerusBersamaIndiHome� ",2,,,
59180,indihome so great i love indihome,2,,,
59182,Sudah normal. Cepet banget responnya. Mantab ??,2,,,
59183,@IndiHome @TelkomCare keren ternyata Indihome udah bisa IPv6. Mungkin lebih bagus lagi kalo prefix lengthnya dikasi�,2,,,
59184,"@Telkomsel @IndiHome @TelkomIndonesia gak nyanka , kecepatan internet di Indonesia sangat cepat! Memungkinkan strea� ",2,,,
59185,"Kopi, laptop, wifi kenceng buat mantengin candle stick
Indihome bersahabat ya malam ini",2,,,
59186,alhamdulillah dilancarkeun~ tinggal menunggu faktor luck ajaa?????????? terimakasih semua orang baik atas doanyaa�,2,,,
59190,Rang orang pada ngeluh indihom sering masalah. Indihomku baik baik aja dan selaluuuuu lancar. Kenapa ya kok beda?,2,,,
59192,Gamau sombong indihome gue baik-baik aja. Tapi emang beneran baik-baik aja...,2,,,
59194,"Mas indihome yang dateng ke rumah dara aja langsung dapet coklat karena cepet datengnya, gimana jodohnya coba #SayangTanpaBatas",2,,,
59196,Indihome ini emg the best bagus nih yg begini harus dishare ??,2,,,
59197,Kalau gini terus sih aku bangga ya udah berlangganan  selalu ada refresh yang positif?,2,,,
59198,Gue yang jadi pelanggan IndiHome aja bangga banget ternyata ngga cuma jaringan ibukota doang yang diurusin tapi sam�,2,,,
59199,Bangga kalau anak negri kaya Indihome bisa kasih kontribusinya jadi no drama no clickbait #WonderfulPapua�,2,,,
59200,Bagus banget sinyal ente @Telkomsel ????,2,,,
59201,Indihome bagus internet lancar tanpa gangguan #BUMNUntukIndonesia,2,,,
59281,"Saranghae Indihome~
@IndiHome 
Responnya cepat ??

Adminnya beruntung bisa berbicara langsung dengan istrinya Taehyu� ",2,,,
59282,@/Telkomsel @/IndiHome ayo km psti bs lbh baik dr ini tetap smngad,2,,,
59283,"ini indihome kok cepet bgt koneksinya gak ada lelet ya, keren banget",2,,,
59284,"@IndiHome TerimaKasih atas Respon Cepat dan Kemudahan Klaim Layanan Telepon Rumah Kami, Pokoknya Klo Ada Masalah Sy� ",2,,,
59286,"Wah asik ya pake Indihome, Jaringan aman dapat cuan pulak dr sobat Indihome.. Seruuu

@telkomkti
@SobatIndihome� ",2,,,
59288,indihome lagi baik bener dah ??,2,,,
59290,ooooo indihome udh bnr,2,,,
59291,Selama ini @IndiHome udah keren banget??,2,,,
59293,"@IndiHomeCare pelayanan cepat tanggap dari indihome, pelayanan baik  #PastiBeres",2,,,
59294,"Suamiku si super sibuk tapi selalu semangat berkat indihome yang menyediakan layanan internet kencang dan stabil, j� ",2,,,
59295,"Matur sembah nuwun, ya, @IndiHomeCare
Responnya cepat dan menyenangkan...
Ada indihome #pastiberes ",2,,,
59296,indihome makasih hari ini km baik aku jd lancar nonton wonpil,2,,,
59298,"Kemarin ada teknisi IndiHome dateng, setelah lapor gangguan lewat aplikasi My IndiHome.
Ternyata cepat juga penanga� ",2,,,
59299,Indihome pagi pagi kenceng juga halo indihome,2,,,
59300,I NEWS PAPUA - MASYARAKAT SOTA MENYAMBUT BAIK KEHADIRAN INDIHOME DI PERB... https://t.co/2Db93yBpyH lewat @YouTube,0,,,
59301,Telkomsel dan Indihome jaringannya memang berkualitas. Saat di dalam rumah saya dapat menikmati internet cepat dan�,2,,,
59302,"lur! indihome ku wis kepasang berkat info mu, cepet banget! ayoo ngaburit mobile lagend, kita mabar hehehehe",2,,,
59303,"Terima kasih Sales IndiHome, kemaren lusa daftar baru..
Pagi tadi udah kepasang aja..
Keren pokoknya.� ",2,,,
59304,"Terima kasih @IndiHome @IndiHomeCare , gangguan wifi jam 10 bs teratasi dgn cepat
#PastiBeres ",2,,,
59305,"@IndiHome thx informasinya, alhamdulillah cepet respon",2,,,
59307,hebat @IndiHome,2,,,
59308,Gilee bagus jaringan telkomsel sama indihome disintang nih ????,2,,,
59309,@IndiHomeCare beberapa kali mengalami gangguan akan tetapi respon chat dan penanganannya selalu cepat dan memuaskan�,2,,,
59310,"Keren jadi @TelkomCare @Telkom @IndiHome @IndiHomeCare Direksi nya Superman paling bener, evaluasi perusahaan juga� ",2,,,
59311,"Day 4 Ramadhan
.
.
Keren Indihome, ga sampai 24 jam, Wi-Fi ku udah bisa lagi. Terimakasih @IndiHomeCare  beserta jajarannya??",2,,,
59312,"Kualitas indihome semakin lama semakin baik. Seharusnya perusahaan tuh seperti ini, dikritik lalu memperbaiki kekur� ",2,,,
59313,melaporkan kepada @IndiHome terimakasih tanggapan atas keluhan kami. sudah tertangani dengan baik dan dapat digunak�,2,,,
59314,"Terima kasih @IndiHome @IndiHomeCare atas responnya yang cepat, minggu2 panas2 puasa2 teknisinya langsung datang da� ",2,,,
59315,Ini contoh yang baik yang dilakukan oleh indihome bisa menjadi contoh yang lainnya dengan memberi beasiswa kepada p�,2,,,
59316,"IndiHome terbaik deh kalo soal beginian, baik banget mendukung olahraga Indonesia makin maju #GideonAcademy Maju Terus Bersama IndiHome",2,,,
59317,Selalu memiliki komitmen bagi pelanggannya memberikan kepuasan dan sistem yang semakin terpadu dan baik,2,,,
59318,"Komitmen itu sangat penting, bagus banget dapat memberi kemudahan dan pengertian kepada para pengguna ",2,,,
59319,"Terima kasih ya untuk selalu memberikan pelayanan terbaiknya, semoga selalu bisa lebih baik lagi dan sukses ",2,,,
59320,Memang koneksi internet cepat adalah salah satu hal yang kami butuhkan. Semoga tetap melayani kami dengan sepenuh h�,2,,,
59321,Bagus sekali acara #GideonAcademy wadah anak bangsa untuk menggapai cita-cita dan Maju Terus Bersama Indihome,2,,,
59322,"Produktif adalah ketika internet cepat dan stabil, dijamin wfh jadi lebih berkualitas ",2,,,
59323,"Internet indihom bagus.. ????

Provider baik",2,,,
59324,@IndiHome jujur saya kagum akan kedisiplinan indihome untuk mengingatkan pembayaran. tapi akan lebih baik jika h-3�,2,,,
59325,"baik, Terima kasih @IndiHome @IndiHomeCare ",2,,,
59326,Semoga kinerja perusahaan ini terus maju dan berkembang menjadi lebih baik dalam melayani pelanggan,2,,,
59327,Komitmenya memang terbukti dengan memberikan kemudahan pada pelanggannya baik itu di kota maupun di desa.,2,,,
59328,Bagus nih memang pelayanan ke customer harus selalu di nomor satukan,2,,,
59329,"sejauh ini koneksinya lancar, semoga semakin memberikan pelayanan yang lebih baik ",2,,,
59330,Sinyal internet yang bagus diseluruh daerah itu sangat penting sekali selama pandemi,1,,,
59331,Pelayananya bagus baik dari segi jaringannya yang sudah mencangkup pelosok negeri juga lancar koneksinya.,2,,,
59332,Semoga bisa selalu lebih baik lagi untuk pelayanannya. Udah cukup puas sama koneksi internetnya yang kenceng juga,2,,,
59333,Banyak kemudahan yang disajikan dan sangat memuaskan pelanggannya sehingga pelayananya baik.,2,,,
59334,Selalu memberikan pelayanan yang terbaik buat pelanggan merupakan suatu komitmen yang bagus,2,,,
59335,Kita bisa maju kalau masyarakatnya bisa kreatif da dapat memanfaatkan telekomunikasi dengan baik,2,,,
59336,Pelayanan yang bagus untuk seluruh pelanggan yang tersebar di pelosok negeri,2,,,
59337,"Bagus banget misinya, niat baik akan di balas dengan baik. Semoga terlaksana untuk menyebar jaringan ke seluruh pel� ",2,,,
59338,"Demi telekomunikasi yang baik dan lancar di Indonesia, keren dan patut diapresiasi ",2,,,
59339,"Pegawai di Telkom baik banget, semangat terus pak/bu. Semoga sehat selalu ",2,,,
59341,Seluruh daerah di polosok negeri sudah bisa saling berkomunikasi dengan adanya pelayanan yang baik,2,,,
59342,Sangat bagus misinya memberi akses telekomunikasi kepada setiap orang semoga semakin maju ya.,2,,,
59343,Langkah nyata yang perlu diapresiasi biar kedepannya bisa kasih pelayanan lebih Baik lagi.,2,,,
59344,Bagus banget ada smua di Indonesia makin lancar deh mempermudah sekali untuk orng untuk menambah wawasan,2,,,
59346,Nah ini nih yang dibutuhin sekarang semua serba murah dan terjamin juga kualitasnya cocok banget buat para gaming y�,2,,,
59347,Tumben indihome bagus sinyalnya??,2,,,
59348,makasih @IndiHome,2,,,
59349,akhirnya indihome ku lancar ajsnjdkdni cantik banget rene demi apa?!?!?! ??????,2,,,
59354,"Admin WA indihome cabang gerlong gitu ya ini teh, ramah banget. Jam segini di chat langsung bales. Hahaha dasar mut� ",2,,,
59355,"Baik banget selalu kasih promo promo yang bikin hemat, menarik dan yang pastinya sangat dibutuhkan ",2,,,
59356,"Waktu itu dapat rekomendasi buat berlangganan ini dari kakak, dan ternyata layanannya memang bagus ",2,,,
59357,Tidak terbayangkan ada penawaran khusus dengan harga murah banget bisa buat satu bulan.,2,,,
59360,Dirumah juga Indihome responnya selalu cepat makasih indiHome,2,,,
59362,Indihome saya cinta damai,2,,,
59369,"Wah bener semakin dimudahkan aja nih aku sekarang, makasih kakmin, servicenya bagus banget ",2,,,
59370,Bagus banget pelayanan nya aplikais nya juga mudah banget digunakan.,2,,,
59371,Pelayanan yang bagus untuk para pelanggannya koneksi internet lancar terus,2,,,
59373,Kemarin nyobain nanya lewat instagramnya dan alhamdullilah direspon baik dan teratasi juga,2,,,
59374,Pelayanannya semakin baik. Semoga bisa terus lebih baik lagi dari layanan internet yang stabil sampai customer care�,2,,,
59375,Ya komitmen kalau ada kendala dari pelanggan bisa jadi layanan yang bagus ya ke depan nya ??,2,,,
59376,"mutualku kalau ada saran atau keluhan bisa langsung cek tweet ini ya. Adminnya ramah banget, fast respon juga ",2,,,
59379,Akses internet yang cepat sehingga memudahkan aku dalam mengirim email ke atasan dan memudahkan aku mencari berita.,2,,,
59380,Sekolah dirumah jadi lebih gampang soalnya udah ada koneksi internet yang bagus,2,,,
59381,"Emang paling pas deh pake ini, adminnya ramah, fastrespon,  dan selalu terbukaa buat nerima kritik dan saran,  jatu� ",2,,,
59384,Suka terharu sama mas mas yang berjuang buat Sampek pelosok banget supaya dapet koneksi internet yang bagus. Semoga�,2,,,
59385,indihome lancar euy,2,,,
59386,"sudah beress, mantap #PastiBeres @IndiHome",2,,,
59387,Indihome selalu di depaan,2,,,
59388,Indonesia ada Indihome.,0,,,
59389,Indihome sangat cepat sekali,2,,,
59391,Indihome lancar jayaa euyy,2,,,
59394,bagus banget TVC IndiHome bareng Dimas Djay salah satu idolaku karena karyanya yang selalu kreatif bikin ingin nont�,2,,,
59397,Bobo siang yuk biar bangun-bangun semangat beraktivitas lagi #MajuTerusBersamaIndiHome,0,,,
59403,"#MajuTerusBersamaIndiHome membangun negeri, tetap semangat untuk kita semua , semua pasti bisa 
  mari nonton video� ",0,,,
59408,Terharu banget nonton tvc IndiHome karya dari Dimas Djay. Beliau selalu totalitas dalam membuat karyanya. Keren! #DimasDjayIndiHome,2,,,
59410,"Kreativitas Dimas Djay nggak perlu ditanya lagi, tvc IndiHome karya terbarunya ini kualitasnya bagus banget� ",2,,,
59411,"Keren banget tvc IndiHome yang dibuat Dimas Djay, ada pesan menyentuh untuk terus semangat berjuang� ",2,,,
59412,"TVC terkeren yang pernah aku tonton, ga perlu banyak kata tapi langsung kena dan tersampaikan pesan Indihome. Keren� ",2,,,
59414,"TVC kek gini punya IndiHome keren banget https://t.co/bhLEeUI0Xv digarap oleh sutradara mumpuni Dimas Djay, TOP dah� ",2,,,
59416,"Semangat Indihome dalam melayani tercermin dalam TVC buatan mas Dimas Djay ini. Keren. 
https://t.co/dzPko7Iu8Q
#DimasDjayIndiHome",2,,,
59417,"Aku baru aja nonton TVC Indihome, keren banget dan ternyata buatan kak Dimas Djay! Sepertinya terinspirasi dari  te� ",2,,,
59418,Sudah beres trimakasyi indihome #PastiBeres cepet pelayanan nya! @IndiHome,2,,,
59419,"Mas"" indihome yang benerin Wi-Fi tadi di rumah saya. Wi-Fi lemot jadi lancar jaya dengan  kecepatan 100000Kbps.
Ter� ",2,,,
59421,awal bulan indihome masih baik,2,,,
59422,"daripada kamu Ghosting orang lain lebih baik kamu pasang Indihome di sini ??
#ghosting 
#indihome 
#SemuaBisaMaju� ",2,,,
59423,Penanganan yang baik dari petugas @IndiHome @IndiHomeCare untuk masalah wifi di siang hari tadi. Terima kasih�,2,,,
59424,"Indihome.. Indihome, teman baik ku :) ",2,,,
59425,Tumben admin indihome baik banget,2,,,
59426,"Bayar tagihan wifi kok cuma 30k, baik bgt kmu indihom",2,,,
59427,"Indihome lagi baik ya? Kasih diskon sampe 89%:') 
Bulan depan lagi yaaaa pwease",2,,,
59428,Totalitas bener demi kasih pelayanan yang baik buat penggunanya. ????,2,,,
59429,"ni knp pada misuhin indihom, ko ditempat q baik baik sj",2,,,
59430,@syahlaae Baik Kak Cala. Selamat menikmati layanan IndiHome kembali ya Kak. Terima kasih -Widhi,2,,,
59431,"orang2 pake indihome kok pada ngeluh error knp dah
indihome ku selalu baik2 saja wkwk",2,,,
59432,mimin kan baik hati @indihome sekalian dong kirimin snacknya ke rumahh??????,2,,,
59434,"https://t.co/n3BKLXCPIS Yuk Daftar IndiHome di link ini, mantap bray asli ini harganya.",2,,,
59438,"Waw thx indihome, teknisi nya ternyata segera datang ke rumah saya, thx service nya @IndiHome @IndiHomeCare  mantap2 ????",0,,,
59439,"Cuss ramaikan, webinar keren dari sobat Indihome KTI... bisa belajar dapat cuan tambahan loh... ada giveaway juga ?? ",2,,,
59440,indihome w udah bener hore ternyata modemnya rusak hhhhh tapi keren y cepet juga responnya,2,,,
59441,indihome keren dah gue menang 2x war pc sellthai ????,2,,,
59442,makasih indihome hari ini internetnya lancar..jujur dari 2 minggu lalu takut banget kalo lu tiba2 lemot terus gw st�,2,,,
59443,"Walaupun sering bermasalah, tpi sekalinya ada masalah indihome cepet jga responnya, baru aja tdi jm 9an ngedm inter� ",2,,,
59445,Dimas Djay sangat keren banget iklan IndiHome nya menyentuh hati ter luv  #MajuTerusBersamaIndiHome,2,,,
59446,"Ga ada duanya ini mah, keren, cakep, out of the box banget TVC buatan Dimas Djay. #MajuTerusBersamaIndiHome",2,,,
59447,Gue dukung 100% nih kalo ada iklan keren kaya Iklan Indihome buatan Dimas jay #MajuTerusBersamaIndiHome,2,,,
59448,Iklan Indihome yg terbaru itu dibat smaa Dimas Jay yahh.. Pantessan ajah bagus gitu doong videonya  #MajuTerusBersamaIndiHome,2,,,
59449,Udah pada nonton video nya apa belom  nih.. Fix keren abiiisss .. Maju terdepan selalu buat Indihome.. kerennnn #MajuTerusBersamaIndiHome,2,,,
59450,"Nonton TVC nya Dimas Djay tentang IndiHome keren ah gak nyangka bisa terharu melihat semangat si baju merah,� ",2,,,
59451,"Event nya bakal keren banget, apalagi konsep nya wonderful papua, fiks ini event terbaik ",2,,,
59452,"Ini nih event yang sangat orang lain tungguin, bakal keren nih event nya ",2,,,
59453,"@IndiHome dari @TelkomCare paling keren layanannya.

lapor gangguan jam 1 siang hari ini, bakal dikerjain lusa. ",2,,,
59454,Keren juga @indihome x @GrabID buat kerja sama via Sobat IndiHome. Bisa bantuin driver buat nambah duit sambil nare�,2,,,
59455,"ga perlu khawatir lagi kalau disuruh vicon ataupun meeting online karena dengan internet cepat dari indihome, aku t� ",2,,,
59456,"makasih indihome, ku download twiceinwonderland lancar dan cepat :') ",2,,,
59457,"Layanan cepat dan sigap..
Thanks..?? @IndiHome @IndiHomeCare 
#pastiberes",2,,,
59458,Jaringan @IndiHome sudah normal mulai sore tadi. Terima kasih respon cepat CS @IndiHomeCare . Tp 24 jam lbh baru no�,2,,,
59463,Terima kasih banyak @IndiHomeCare atas respon cepat memperbaiki kendala teknis Indihome kami.  Dengan @IndiHomeCare�,2,,,
59464,"Rutinitas kerja sangat dimudahkan dengan koneksi indihome, 
Internet cepat tanpa lelet gann!! 
Terimakasih indihome� ",2,,,
59465,hari ini jam 4:06 saya cinta indihome karena internet nya sangat kencang sekali,2,,,
59469,"Indihome Gangguan?
Jgn khawatir, CS di twitter sangat tanggap dan sudah #PastiBeres  mantap cuy @IndiHome",2,,,
59470,"Makin keren nihh ,Sukses selalu ya Indihome #thnbaruathome ",2,,,
59471,Makin keren aja nih Indihome #thnbaruathome,2,,,
59472,"usaha yang bagus indihome, tetap kabarkan kepada yang protes di twitter kalau indihome tidak membatasi kecepatan akses telegram ??",2,,,
59473,"Koneksi dah lancar skrg, Thanks @IndiHome Gercep juga ya?? https://t.co/9RBCY1bpsA ",2,,,
59474,"Provider @IndiHome memang yang paling bagus, jangan lupa berlangganan Indihome guys ?? ",2,,,
59475,gue nonton lancar bangetttttt hahahaha thank you indihome,2,,,
59476,"Wifi udah lancar lagi, terimakasih utk staff @IndiHome #PastiBeres",2,,,
59479,"@IndiHomeCare Terima kasih indihome ,atas pelayan yg terbaiknya. Mohon komfirmasinya untuk berlangganan Mola tv, ka� ",2,,,
59480,terima kasih banyak @IndiHome karena koneksi wifinya sudah lancar hari ini jadi gue bisa dengerin space nct tanpa g�,2,,,
59482,gatauu ii aku mah mo nanya apaa????soalnya alhamdulillah masih belum ada gangguan apa apaa,0,,,
59487,Indihome terbaik...mausk the range sejuta taun blog,2,,,
59489,Menemukan pengalaman terbaik with mimin IndiHome??,2,,,
59490,"Sampai detik ini pelayanan indihome terbaik dah buat aku, dari pasang sampai segala macam alur dijelasin bener-bene� ",2,,,
59491,"Saat nya beralih ke indihome fiber, 
Indihome mampu memberikan layanan akses inteernet terbaik karna bisa menyediak� ",2,,,
59492,@IndiHome adalah jaringan internet terbaik di dunia,2,,,
59493,"Emang IndiHome mengerti banget yang lagi gue pengenin niih, semoga aja aku terpilih bisa meet and greet sama teh Oc� ",2,,,
59494,berbahagia nonton streaming nyaman lancar pake #IndiHome,2,,,
59495,Pulang kerja  nonton streaming nyaman lancar pake #IndiHome,2,,,
59496,Semoga sekolah ngga offline udah nyaman bet kuliah online dibantuin ama @indihome????,2,,,
59497,Layanannya ramah dan tidak judes membuat pelanggannya. Lebih aman dan nyaman.,2,,,
59498,"Asyik, akhirnya anak-anak sekarang bisa belajar dengan nyaman dan mudah di rumah lewat fitur indihome study??� ",2,,,
59499,nyaman banget streaming pake @IndiHome ??,2,,,
59500,Ada yang gak terbiasa video call? Pakai Indihome internet phone lebih nyaman #thnbaruathome,2,,,
59501,Mantap kalii ini. Otw nonton tengah malam ini mah. Thanks Indihome dah nyuguhin acara keren ini.,2,,,
59502,"@TelkomJabar Jawabannya IndiHome Study

Ikutan cepat @nengky888 @maria0606_ @lovejp888 @bubbleblue0606 @jloves0808 

#giveawaytelkomjabar #IndiHomeStudy 
40",0,,,
59503,Mantap! Genre tarung nih menemani weekend saat di rumah sendiri. Terimakasih Indihome ???? @IndiHome @IndiHomeCare,2,,,
59504,Mantap banget memang Indihome tu ??,2,,,
59505,Mantap IndiHome ??????,2,,,
59506,Terbaik indihome??,2,,,
59507,Indihome lagi cepet. Leon bohong itu dia lagi nangis,2,,,
59508,@IndiHomeCare @svnheri @IndiHome oke makasi infonya ye mas/mba tomo,0,,,
59509,Mantap emang @IndiHome ????????,2,,,
59510,terbaik emang @IndiHome ????,2,,,
59511,"Mantap @IndiHome @IndiHomeCare udah beres masalahnya, thank you?? ",2,,,
59513,"Ingin tau jaringan yang cepat dan stabil ?? Ya pasti INDIHOME lah .. 
Dan saya sudah membuktikannya sendiri ...� ",2,,,
59515,@IndiHomeCare @IndiHome @TelkomCare Okee thanks,2,,,
59516,IndiHome Study oke nih,2,,,
59518,disaat myrep mau masuk indihome malah lagi bagus2nya??,2,,,
59522,Semenjak berlangganan indihome jadi jarang keluar rumah karna dirumah udah ditemani film2 bagus lewat cathplay dari�,2,,,
59523,"INDIHOME, MANTAP ?????? ",2,,,
59524,"indihome cepet banget komplain dikit langsung didatengin selesaiin masalah, gak kaya kamu dikomplainin malah ngilang",2,,,
59525,"Indihome internetnya cepet banget, udah gitu kita bisa nonton film gratiss, mau nonton youtube di tv juga bisa, har� ",2,,,
59526,Wow film2nya bagus semua. Betah di rumah aja ini mah berkat #InternetnyaIndonesia,2,,,
59527,ok indihome,2,,,
59528,"ZonK di Taokaenoiclub , tapi Allah menggantinya dgn yg lebih baik , thanks Indihome ?? ",2,,,
59529,"Semakin keren aja nih IndiHome 
#thnbaruathome ",2,,,
59530,"Cepet banget indihome prosesnya,
Laporan kmaren hari ini udah di tangani. Mantap lah ??",2,,,
59531,"indihom kalo lg kenceng, kenceng abiezzZZZ ",2,,,
59532,Wiih keren @IndiHome #thnbaruathome,2,,,
59533,Indihome makin keren aja nih #thnbaruathome,2,,,
59534,Makin keren indihome #thnbaruathome,2,,,
59538,Mantap mimin twitter dan tim @IndiHome cepet banget responnya #PastiBeres,2,,,
59539,Wah keren banget ini. Gue suka Indihome #thnbaruathome,2,,,
59540,Nonton lewat indihome pasti lancar banget #thnbaruathome,2,,,
59541,Keren nih indihome #thnbaruathome,2,,,
59542,"Indihome sedang stabil nih, ssh server di buka terus dari tadi ga disconnect. Ok lah, peningkatan, coba setiap hari begini.",2,,,
59543,"@magfirasri Kayak kenal , mantap Indihome ya",2,,,
59544,"madiun kabupaten, terimakasih @IndiHome @IndiHomeCare dengan uang 240k lumayan cepet gaes internetnya

#Indihome si� ",2,,,
59545,"wiii indihome pelayanannya cepet bgt, baru lapor lgsg dateng. awalnya si gapercaya tp beneran dateng gila gila?? @IndiHome",2,,,
59546,"Rumah/warung toko/Kantor/apartment Anda

Memakai WiFi RUMAH TERBAIK

INDIHOME

- JARINGAN TERCEPAT
- KUOTA UNLIMITE� ",0,,,
59547,mantap berkat IndiHome aku ga risau lagi nyari sinyal didaerah ku yang memang kadang susah sinyal?? #KembaliBangkit #BerkahTanpaBatas,2,,,
59548,Mantap indihome !,2,,,
59549,Mantap emang indihome biar kemana mana jaringan selalu lancar,2,,,
59550,@simplydhie @IndiHome mantap jivva,2,,,
59551,@IndiHome emang oke banget. Bisa memperluas jaringan.,2,,,
59552,"Ya ampun...kesempatan emas kayak gini mah gak boleh disia2kan. Udah joinnya mudah, dapat banyak duit, gak perlu keluar rumah lg. Mantap dah program Sobat Indihome (SOBI)  , cuan dr rumah #BisnisOnlineYuks Sobat IndiHome ",2,,,
59553,"@IndiHome jaringanku lancar jam segini, mantaps",2,,,
59554,@IndiHomeCare @IndiHome  mantaaps keren jaringannya bagus pelayanannya mantaps langsung ditindak kalo jaringannya l�,2,,,
59555,Jaringannya mantap @IndiHome bikin main games anti nge-lek #KembaliBangkit #BerkahTanpaBatas,2,,,
59557,Komplen indihome paling bener di twitter. Cepet. Apalagi kl di mention hahahahaha,2,,,
59558,"Adanya indihome dsni sgt berguna bgt signal juga oke jd anak bs nonton youtube tnpa perlu ganggu hp mamake ?? #KembaliBangkit
#BerkahTanpaBatas",2,,,
59559,Jaringan terluas pokoknya yaa cuma @indihome bahkan sampai ke pelosok pedalaman juga nyampe lho mantap banget kan guys #KontribusiIndonesia,2,,,
59560,"Kontribusi terhebat dari IndiHome tau ga apa? 
Ada masalah kecil aja mereka cepat tanggap ???? #KontribusiIndonesia",2,,,
59563,"indihome emang servisnya paling oke, begitu ada yg error teknisi cepet dtg langsung kelar hari itu juga. cuma gatau� ",2,,,
59569,"@IndiHome @TelkomCare 

Mantap ?????? ",2,,,
59570,"makin tua makin males bersosialisasi, enakan rebahan sambil ndrakor meski gada cemilan asal indihome lancar aku tenang",2,,,
59571,"Mantaaaab 1080 
RV mulus abis
Indihome lg baik",2,,,
59572,Aku mau download. Indihome keren sekali jadi lebih mudah dan praktis #thnbaruathome,2,,,
59573,"Liburan dirumah aja bareng IndiHome keren
#thnbaruathome",2,,,
59574,Terima kasih @IndiHome Gua bisa nonton konser @SMTOWN_Idn @SMTOWNGLOBAL lancar jaya!!,2,,,
59575,Info sangat bagus dan bermanfaat saat pandemi ..thanks indihome #thnbaruathome,2,,,
59576,@IndiHome wah ufh lancar nihh. Minn makasih yah. Mwahh.,2,,,
59577,"Keren kan indihome, bisa nonton di berbeda tv secara bersamaan #thnbaruathome ",2,,,
59578,Keren banget deh indihome,2,,,
